site,block_id,block_start,block_end,N,selection_tier,gpi,timestamp,daily_index,has_temperature,has_salinity,has_density,has_dissolvedoxygen,seed,block_width_days
ab,22,2015-03-23,2015-03-27,20,T_only,200,2015-03-27,3,1,1,0,0,0,5
ab,23,2015-03-28,2015-04-01,12,T_only,204,2015-03-28,3,1,1,0,0,0,5
ab,24,2015-04-02,2015-04-06,21,T_only,230,2015-04-05,4,1,1,0,0,0,5
ab,25,2015-04-07,2015-04-11,11,T_only,243,2015-04-09,1,1,1,0,0,0,5
ab,26,2015-04-12,2015-04-16,13,T_only,254,2015-04-15,4,1,1,0,0,0,5
ab,27,2015-04-17,2015-04-21,20,T_only,259,2015-04-17,1,1,1,0,0,0,5
ab,28,2015-04-22,2015-04-26,21,T_only,290,2015-04-24,4,1,1,0,0,0,5
ab,29,2015-04-27,2015-05-01,21,T_only,310,2015-04-29,3,1,1,0,0,0,5
ab,30,2015-05-02,2015-05-06,20,T_only,333,2015-05-05,1,1,1,0,0,0,5
ab,31,2015-05-07,2015-05-11,21,T_only,345,2015-05-07,5,1,1,0,0,0,5
ab,32,2015-05-12,2015-05-16,21,T_only,371,2015-05-14,1,1,1,0,0,0,5
ab,33,2015-05-17,2015-05-21,21,T_only,383,2015-05-17,1,1,1,0,0,0,5
ab,34,2015-05-22,2015-05-26,20,T_only,423,2015-05-26,4,1,1,0,0,0,5
ab,35,2015-05-27,2015-05-31,21,T_only,430,2015-05-28,2,1,1,0,0,0,5
ab,36,2015-06-01,2015-06-05,21,T_only,447,2015-06-01,3,1,1,0,0,0,5
ab,37,2015-06-06,2015-06-10,21,T_only,484,2015-06-10,2,1,1,0,0,0,5
ab,38,2015-06-11,2015-06-15,15,T_only,490,2015-06-11,4,1,1,0,0,0,5
ab,39,2015-06-16,2015-06-20,14,T_only,512,2015-06-19,3,1,1,0,0,0,5
ab,40,2015-06-21,2015-06-25,17,T_only,525,2015-06-24,4,1,1,0,0,0,5
ab,41,2015-06-26,2015-06-30,19,T_only,544,2015-06-28,3,1,1,0,0,0,5
ab,42,2015-07-01,2015-07-05,10,T_only,557,2015-07-04,4,1,1,0,0,0,5
ab,43,2015-07-06,2015-07-10,12,T_only,562,2015-07-06,1,1,1,0,0,0,5
ab,44,2015-07-11,2015-07-15,11,all4,577,2015-07-13,4,1,1,1,1,0,5
ab,45,2015-07-16,2015-07-20,2,all4,585,2015-07-16,1,1,1,1,1,0,5
ab,46,2015-07-21,2015-07-25,3,all4,587,2015-07-23,1,1,1,1,1,0,5
ab,47,2015-07-26,2015-07-30,17,all4,596,2015-07-27,7,1,1,1,1,0,5
ab,48,2015-07-31,2015-08-04,12,all4,614,2015-08-03,8,1,1,1,1,0,5
ab,49,2015-08-05,2015-08-09,9,all4,624,2015-08-07,1,1,1,1,1,0,5
ab,50,2015-08-10,2015-08-14,0,,,,,,,,,0,5
ab,51,2015-08-15,2015-08-19,1,all4,628,2015-08-19,1,1,1,1,1,0,5
ab,52,2015-08-20,2015-08-24,5,all4,629,2015-08-20,1,1,1,1,1,0,5
ab,53,2015-08-25,2015-08-29,4,all4,634,2015-08-25,1,1,1,1,1,0,5
ab,54,2015-08-30,2015-09-03,4,all4,638,2015-09-01,1,1,1,1,1,0,5
ab,55,2015-09-04,2015-09-08,0,,,,,,,,,0,5
ab,56,2015-09-09,2015-09-13,0,,,,,,,,,0,5
ab,57,2015-09-14,2015-09-18,0,,,,,,,,,0,5
ab,58,2015-09-19,2015-09-23,1,all4,642,2015-09-23,1,1,1,1,1,0,5
ab,59,2015-09-24,2015-09-28,0,,,,,,,,,0,5
ab,60,2015-09-29,2015-10-03,4,all4,646,2015-10-02,1,1,1,1,1,0,5
ab,61,2015-10-04,2015-10-08,1,all4,647,2015-10-08,1,1,1,1,1,0,5
ab,62,2015-10-09,2015-10-13,5,all4,648,2015-10-09,1,1,1,1,1,0,5
ab,63,2015-10-14,2015-10-18,19,all4,664,2015-10-17,4,1,1,1,1,0,5
ab,64,2015-10-19,2015-10-23,21,all4,688,2015-10-22,5,1,1,1,1,0,5
ab,65,2015-10-24,2015-10-28,31,all4,715,2015-10-28,4,1,1,1,1,0,5
ab,66,2015-10-29,2015-11-02,10,all4,728,2015-10-30,3,1,1,1,1,0,5
ab,67,2015-11-03,2015-11-07,29,all4,734,2015-11-03,1,1,1,1,1,0,5
ab,68,2015-11-08,2015-11-12,4,all4,763,2015-11-09,1,1,1,1,1,0,5
ab,69,2015-11-13,2015-11-17,12,all4,776,2015-11-17,7,1,1,1,1,0,5
ab,70,2015-11-18,2015-11-22,41,all4,810,2015-11-21,9,1,1,1,1,0,5
ab,71,2015-11-23,2015-11-27,45,all4,829,2015-11-24,1,1,1,1,1,0,5
ab,72,2015-11-28,2015-12-02,45,all4,891,2015-11-30,9,1,1,1,1,0,5
ab,73,2015-12-03,2015-12-07,45,all4,921,2015-12-04,3,1,1,1,1,0,5
ab,74,2015-12-08,2015-12-12,45,all4,960,2015-12-08,6,1,1,1,1,0,5
ab,75,2015-12-13,2015-12-17,45,all4,1002,2015-12-13,3,1,1,1,1,0,5
ab,76,2015-12-18,2015-12-22,45,all4,1057,2015-12-19,4,1,1,1,1,0,5
ab,77,2015-12-23,2015-12-27,45,T_only,1097,2015-12-23,8,1,0,0,1,0,5
ab,78,2015-12-28,2016-01-01,45,all4,1179,2016-01-01,9,1,1,1,1,0,5
ab,79,2016-01-02,2016-01-06,45,all4,1196,2016-01-03,8,1,1,1,1,0,5
ab,80,2016-01-07,2016-01-11,44,all4,1239,2016-01-08,7,1,1,1,1,0,5
ab,81,2016-01-12,2016-01-16,45,all4,1306,2016-01-16,2,1,1,1,1,0,5
ab,82,2016-01-17,2016-01-21,45,all4,1353,2016-01-21,4,1,1,1,1,0,5
ab,83,2016-01-22,2016-01-26,45,all4,1364,2016-01-22,6,1,1,1,1,0,5
ab,84,2016-01-27,2016-01-31,36,all4,1404,2016-01-27,1,1,1,1,1,0,5
ab,85,2016-02-01,2016-02-05,45,all4,1449,2016-02-02,1,1,1,1,1,0,5
ab,86,2016-02-06,2016-02-10,32,all4,1498,2016-02-07,5,1,1,1,1,0,5
ab,87,2016-02-11,2016-02-15,45,all4,1539,2016-02-13,5,1,1,1,1,0,5
ab,88,2016-02-16,2016-02-20,45,all4,1575,2016-02-17,5,1,1,1,1,0,5
ab,89,2016-02-21,2016-02-25,45,all4,1617,2016-02-22,2,1,1,1,1,0,5
ab,90,2016-02-26,2016-03-01,45,all4,1688,2016-03-01,1,1,1,1,1,0,5
ab,91,2016-03-02,2016-03-06,45,all4,1706,2016-03-03,1,1,1,1,1,0,5
ab,92,2016-03-07,2016-03-11,38,all4,1768,2016-03-09,9,1,1,1,1,0,5
ab,93,2016-03-12,2016-03-16,45,all4,1781,2016-03-12,2,1,1,1,1,0,5
ab,94,2016-03-17,2016-03-21,45,all4,1868,2016-03-21,8,1,1,1,1,0,5
ab,95,2016-03-22,2016-03-26,45,all4,1892,2016-03-24,5,1,1,1,1,0,5
ab,96,2016-03-27,2016-03-31,44,all4,1958,2016-03-31,9,1,1,1,1,0,5
ab,97,2016-04-01,2016-04-05,45,all4,2002,2016-04-05,8,1,1,1,1,0,5
ab,98,2016-04-06,2016-04-10,45,all4,2029,2016-04-08,8,1,1,1,1,0,5
ab,99,2016-04-11,2016-04-15,43,all4,2051,2016-04-11,3,1,1,1,1,0,5
ab,100,2016-04-16,2016-04-20,1,all4,2092,2016-04-20,1,1,1,1,1,0,5
ab,101,2016-04-21,2016-04-25,9,all4,2094,2016-04-25,2,1,1,1,1,0,5
ab,102,2016-04-26,2016-04-30,45,all4,2134,2016-04-29,6,1,1,1,1,0,5
ab,103,2016-05-01,2016-05-05,39,all4,2148,2016-05-01,2,1,1,1,1,0,5
ab,104,2016-05-06,2016-05-10,45,all4,2214,2016-05-09,2,1,1,1,1,0,5
ab,105,2016-05-11,2016-05-15,45,all4,2255,2016-05-13,7,1,1,1,1,0,5
ab,106,2016-05-16,2016-05-20,45,all4,2294,2016-05-18,1,1,1,1,1,0,5
ab,107,2016-05-21,2016-05-25,45,all4,2321,2016-05-21,1,1,1,1,1,0,5
ab,108,2016-05-26,2016-05-30,45,all4,2395,2016-05-29,3,1,1,1,1,0,5
ab,109,2016-05-31,2016-06-04,45,all4,2453,2016-06-04,7,1,1,1,1,0,5
ab,110,2016-06-05,2016-06-09,45,all4,2460,2016-06-05,5,1,1,1,1,0,5
ab,111,2016-06-10,2016-06-14,45,all4,2523,2016-06-12,5,1,1,1,1,0,5
ab,112,2016-06-15,2016-06-19,45,all4,2560,2016-06-16,6,1,1,1,1,0,5
ab,113,2016-06-20,2016-06-24,45,all4,2608,2016-06-21,9,1,1,1,1,0,5
ab,114,2016-06-25,2016-06-29,45,all4,2649,2016-06-26,5,1,1,1,1,0,5
ab,115,2016-06-30,2016-07-04,45,all4,2693,2016-07-01,4,1,1,1,1,0,5
ab,116,2016-07-05,2016-07-09,41,all4,2753,2016-07-08,1,1,1,1,1,0,5
ab,117,2016-07-10,2016-07-14,1,all4,2767,2016-07-14,1,1,1,1,1,0,5
ab,118,2016-07-15,2016-07-19,6,all4,2772,2016-07-15,5,1,1,1,1,0,5
ab,119,2016-07-20,2016-07-24,0,,,,,,,,,0,5
ab,120,2016-07-25,2016-07-29,31,all4,2774,2016-07-25,1,1,1,1,1,0,5
ab,121,2016-07-30,2016-08-03,45,all4,2824,2016-08-01,2,1,1,1,1,0,5
ab,122,2016-08-04,2016-08-08,45,all4,2885,2016-08-07,9,1,1,1,1,0,5
ab,123,2016-08-09,2016-08-13,34,all4,2920,2016-08-13,1,1,1,1,1,0,5
ab,124,2016-08-14,2016-08-18,45,all4,2958,2016-08-17,3,1,1,1,1,0,5
ab,125,2016-08-19,2016-08-23,45,all4,3005,2016-08-22,5,1,1,1,1,0,5
ab,126,2016-08-24,2016-08-28,45,all4,3043,2016-08-26,7,1,1,1,1,0,5
ab,127,2016-08-29,2016-09-02,45,all4,3102,2016-09-02,3,1,1,1,1,0,5
ab,128,2016-09-03,2016-09-07,45,all4,3152,2016-09-07,8,1,1,1,1,0,5
ab,129,2016-09-08,2016-09-12,16,all4,3158,2016-09-08,5,1,1,1,1,0,5
ab,130,2016-09-13,2016-09-17,45,all4,3211,2016-09-17,6,1,1,1,1,0,5
ab,131,2016-09-18,2016-09-22,45,all4,3232,2016-09-19,9,1,1,1,1,0,5
ab,132,2016-09-23,2016-09-27,45,all4,3280,2016-09-25,3,1,1,1,1,0,5
ab,133,2016-09-28,2016-10-02,45,all4,3306,2016-09-28,2,1,1,1,1,0,5
ab,134,2016-10-03,2016-10-07,45,all4,3366,2016-10-04,8,1,1,1,1,0,5
ab,135,2016-10-08,2016-10-12,45,all4,3399,2016-10-08,5,1,1,1,1,0,5
ab,136,2016-10-13,2016-10-17,45,all4,3474,2016-10-16,8,1,1,1,1,0,5
ab,137,2016-10-18,2016-10-22,40,all4,3495,2016-10-19,2,1,1,1,1,0,5
ab,138,2016-10-23,2016-10-27,45,all4,3558,2016-10-26,7,1,1,1,1,0,5
ab,139,2016-10-28,2016-11-01,45,all4,3589,2016-10-30,2,1,1,1,1,0,5
ab,140,2016-11-02,2016-11-06,45,all4,3617,2016-11-02,3,1,1,1,1,0,5
ab,141,2016-11-07,2016-11-11,38,all4,3667,2016-11-07,8,1,1,1,1,0,5
ab,142,2016-11-12,2016-11-16,45,all4,3701,2016-11-12,4,1,1,1,1,0,5
ab,143,2016-11-17,2016-11-21,45,all4,3750,2016-11-17,8,1,1,1,1,0,5
ab,144,2016-11-22,2016-11-26,45,all4,3831,2016-11-26,8,1,1,1,1,0,5
ab,145,2016-11-27,2016-12-01,45,all4,3857,2016-11-29,7,1,1,1,1,0,5
ab,146,2016-12-02,2016-12-06,44,all4,3911,2016-12-05,7,1,1,1,1,0,5
ab,147,2016-12-07,2016-12-11,38,all4,3948,2016-12-10,7,1,1,1,1,0,5
ab,148,2016-12-12,2016-12-16,45,all4,3986,2016-12-14,9,1,1,1,1,0,5
ab,149,2016-12-17,2016-12-21,45,all4,4029,2016-12-19,7,1,1,1,1,0,5
ab,150,2016-12-22,2016-12-26,30,all4,4064,2016-12-25,3,1,1,1,1,0,5
ab,151,2016-12-27,2016-12-31,45,all4,4086,2016-12-27,7,1,1,1,1,0,5
ab,152,2017-01-01,2017-01-05,45,all4,4141,2017-01-02,8,1,1,1,1,0,5
ab,153,2017-01-06,2017-01-10,41,all4,4182,2017-01-07,4,1,1,1,1,0,5
ab,154,2017-01-11,2017-01-15,45,all4,4212,2017-01-11,2,1,1,1,1,0,5
ab,155,2017-01-16,2017-01-20,45,all4,4256,2017-01-16,1,1,1,1,1,0,5
ab,156,2017-01-21,2017-01-25,45,all4,4305,2017-01-21,5,1,1,1,1,0,5
ab,157,2017-01-26,2017-01-30,8,all4,4346,2017-01-26,1,1,1,1,1,0,5
ab,158,2017-01-31,2017-02-04,0,,,,,,,,,0,5
ab,159,2017-02-05,2017-02-09,0,,,,,,,,,0,5
ab,160,2017-02-10,2017-02-14,0,,,,,,,,,0,5
ab,161,2017-02-15,2017-02-19,0,,,,,,,,,0,5
ab,162,2017-02-20,2017-02-24,0,,,,,,,,,0,5
ab,163,2017-02-25,2017-03-01,0,,,,,,,,,0,5
ab,164,2017-03-02,2017-03-06,0,,,,,,,,,0,5
ab,165,2017-03-07,2017-03-11,0,,,,,,,,,0,5
ab,166,2017-03-12,2017-03-16,0,,,,,,,,,0,5
ab,167,2017-03-17,2017-03-21,0,,,,,,,,,0,5
ab,168,2017-03-22,2017-03-26,0,,,,,,,,,0,5
ab,169,2017-03-27,2017-03-31,0,,,,,,,,,0,5
ab,170,2017-04-01,2017-04-05,0,,,,,,,,,0,5
ab,171,2017-04-06,2017-04-10,0,,,,,,,,,0,5
ab,172,2017-04-11,2017-04-15,0,,,,,,,,,0,5
ab,173,2017-04-16,2017-04-20,0,,,,,,,,,0,5
ab,174,2017-04-21,2017-04-25,0,,,,,,,,,0,5
ab,175,2017-04-26,2017-04-30,0,,,,,,,,,0,5
ab,176,2017-05-01,2017-05-05,0,,,,,,,,,0,5
ab,177,2017-05-06,2017-05-10,0,,,,,,,,,0,5
ab,178,2017-05-11,2017-05-15,0,,,,,,,,,0,5
ab,179,2017-05-16,2017-05-20,0,,,,,,,,,0,5
ab,180,2017-05-21,2017-05-25,0,,,,,,,,,0,5
ab,181,2017-05-26,2017-05-30,0,,,,,,,,,0,5
ab,182,2017-05-31,2017-06-04,0,,,,,,,,,0,5
ab,183,2017-06-05,2017-06-09,0,,,,,,,,,0,5
ab,184,2017-06-10,2017-06-14,0,,,,,,,,,0,5
ab,185,2017-06-15,2017-06-19,0,,,,,,,,,0,5
ab,186,2017-06-20,2017-06-24,0,,,,,,,,,0,5
ab,187,2017-06-25,2017-06-29,0,,,,,,,,,0,5
ab,188,2017-06-30,2017-07-04,0,,,,,,,,,0,5
ab,189,2017-07-05,2017-07-09,0,,,,,,,,,0,5
ab,190,2017-07-10,2017-07-14,0,,,,,,,,,0,5
ab,191,2017-07-15,2017-07-19,0,,,,,,,,,0,5
ab,192,2017-07-20,2017-07-24,0,,,,,,,,,0,5
ab,193,2017-07-25,2017-07-29,0,,,,,,,,,0,5
ab,194,2017-07-30,2017-08-03,10,T_only,4355,2017-08-03,1,1,1,0,0,0,5
ab,195,2017-08-04,2017-08-08,45,T_only,4365,2017-08-04,2,1,1,0,0,0,5
ab,196,2017-08-09,2017-08-13,45,T_only,4430,2017-08-11,4,1,1,0,0,0,5
ab,197,2017-08-14,2017-08-18,45,T_only,4493,2017-08-18,4,1,1,0,0,0,5
ab,198,2017-08-19,2017-08-23,45,T_only,4520,2017-08-21,4,1,1,0,0,0,5
ab,199,2017-08-24,2017-08-28,38,T_only,4555,2017-08-26,1,1,1,0,0,0,5
ab,200,2017-08-29,2017-09-02,43,T_only,4593,2017-08-30,3,1,1,0,0,0,5
ab,201,2017-09-03,2017-09-07,41,T_only,4650,2017-09-05,8,1,1,0,0,0,5
ab,202,2017-09-08,2017-09-12,45,T_only,4685,2017-09-10,2,1,1,0,0,0,5
ab,203,2017-09-13,2017-09-17,45,T_only,4729,2017-09-15,1,1,1,0,0,0,5
ab,204,2017-09-18,2017-09-22,44,T_only,4781,2017-09-20,9,1,1,0,0,0,5
ab,205,2017-09-23,2017-09-27,9,T_only,4806,2017-09-23,7,1,1,0,0,0,5
ab,206,2017-09-28,2017-10-02,0,,,,,,,,,0,5
ab,207,2017-10-03,2017-10-07,37,T_only,4809,2017-10-03,1,1,1,0,0,0,5
ab,208,2017-10-08,2017-10-12,45,T_only,4874,2017-10-11,2,1,1,0,0,0,5
ab,209,2017-10-13,2017-10-17,45,T_only,4903,2017-10-14,4,1,1,0,0,0,5
ab,210,2017-10-18,2017-10-22,45,T_only,4958,2017-10-20,5,1,1,0,0,0,5
ab,211,2017-10-23,2017-10-27,45,T_only,5022,2017-10-27,6,1,1,0,0,0,5
ab,212,2017-10-28,2017-11-01,45,T_only,5043,2017-10-29,9,1,1,0,0,0,5
ab,213,2017-11-02,2017-11-06,45,T_only,5087,2017-11-03,8,1,1,0,0,0,5
ab,214,2017-11-07,2017-11-11,44,T_only,5119,2017-11-07,4,1,1,0,0,0,5
ab,215,2017-11-12,2017-11-16,35,T_only,5173,2017-11-13,5,1,1,0,0,0,5
ab,216,2017-11-17,2017-11-21,43,T_only,5235,2017-11-21,5,1,1,0,0,0,5
ab,217,2017-11-22,2017-11-26,38,T_only,5274,2017-11-26,8,1,1,0,0,0,5
ab,218,2017-11-27,2017-12-01,35,T_only,5283,2017-11-27,8,1,1,0,0,0,5
ab,219,2017-12-02,2017-12-06,30,T_only,5322,2017-12-04,9,1,1,0,0,0,5
ab,220,2017-12-07,2017-12-11,23,T_only,5351,2017-12-08,2,1,1,0,0,0,5
ab,221,2017-12-12,2017-12-16,45,T_only,5407,2017-12-16,8,1,0,0,0,0,5
ab,222,2017-12-17,2017-12-21,45,T_only,5417,2017-12-17,9,1,0,0,0,0,5
ab,223,2017-12-22,2017-12-26,45,T_only,5469,2017-12-23,7,1,0,0,0,0,5
ab,224,2017-12-27,2017-12-31,45,T_only,5529,2017-12-30,4,1,0,0,0,0,5
ab,225,2018-01-01,2018-01-05,42,T_only,5567,2018-01-03,6,1,1,0,0,0,5
ab,226,2018-01-06,2018-01-10,45,T_only,5617,2018-01-09,5,1,1,0,0,0,5
ab,227,2018-01-11,2018-01-15,45,T_only,5650,2018-01-13,2,1,1,0,0,0,5
ab,228,2018-01-16,2018-01-20,37,T_only,5712,2018-01-20,9,1,1,0,0,0,5
ab,229,2018-01-21,2018-01-25,42,T_only,5717,2018-01-21,5,1,1,0,0,0,5
ab,230,2018-01-26,2018-01-30,45,T_only,5759,2018-01-26,5,1,1,0,0,0,5
ab,231,2018-01-31,2018-02-04,45,T_only,5825,2018-02-02,8,1,1,0,0,0,5
ab,232,2018-02-05,2018-02-09,45,T_only,5862,2018-02-06,9,1,1,0,0,0,5
ab,233,2018-02-10,2018-02-14,45,T_only,5919,2018-02-13,3,1,1,0,0,0,5
ab,234,2018-02-15,2018-02-19,45,T_only,5972,2018-02-19,2,1,1,0,0,0,5
ab,235,2018-02-20,2018-02-24,35,T_only,5995,2018-02-21,8,1,1,0,0,0,5
ab,236,2018-02-25,2018-03-01,45,T_only,6017,2018-02-25,3,1,1,0,0,0,5
ab,237,2018-03-02,2018-03-06,40,T_only,6084,2018-03-04,7,1,1,0,0,0,5
ab,238,2018-03-07,2018-03-11,35,T_only,6117,2018-03-08,9,1,1,0,0,0,5
ab,239,2018-03-12,2018-03-16,38,T_only,6146,2018-03-14,1,1,1,0,0,0,5
ab,240,2018-03-17,2018-03-21,45,T_only,6192,2018-03-19,2,1,1,0,0,0,5
ab,241,2018-03-22,2018-03-26,45,T_only,6225,2018-03-22,8,1,1,0,0,0,5
ab,242,2018-03-27,2018-03-31,45,T_only,6285,2018-03-29,5,1,1,0,0,0,5
ab,243,2018-04-01,2018-04-05,45,T_only,6348,2018-04-05,5,1,1,0,0,0,5
ab,244,2018-04-06,2018-04-10,45,T_only,6389,2018-04-10,1,1,1,0,0,0,5
ab,245,2018-04-11,2018-04-15,45,T_only,6399,2018-04-11,2,1,1,0,0,0,5
ab,246,2018-04-16,2018-04-20,45,T_only,6485,2018-04-20,7,1,1,0,0,0,5
ab,247,2018-04-21,2018-04-25,45,T_only,6523,2018-04-24,9,1,1,0,0,0,5
ab,248,2018-04-26,2018-04-30,36,T_only,6550,2018-04-28,9,1,1,0,0,0,5
ab,249,2018-05-01,2018-05-05,45,T_only,6598,2018-05-04,3,1,1,0,0,0,5
ab,250,2018-05-06,2018-05-10,45,T_only,6649,2018-05-09,9,1,1,0,0,0,5
ab,251,2018-05-11,2018-05-15,45,T_only,6687,2018-05-14,2,1,1,0,0,0,5
ab,252,2018-05-16,2018-05-20,42,T_only,6718,2018-05-17,6,1,1,0,0,0,5
ab,253,2018-05-21,2018-05-25,45,T_only,6768,2018-05-23,5,1,1,0,0,0,5
ab,254,2018-05-26,2018-05-30,45,T_only,6816,2018-05-28,8,1,1,0,0,0,5
ab,255,2018-05-31,2018-06-04,45,T_only,6876,2018-06-04,5,1,1,0,0,0,5
ab,256,2018-06-05,2018-06-09,44,T_only,6904,2018-06-07,6,1,1,0,0,0,5
ab,257,2018-06-10,2018-06-14,37,T_only,6952,2018-06-13,2,1,1,0,0,0,5
ab,258,2018-06-15,2018-06-19,45,T_only,6981,2018-06-17,2,1,1,0,0,0,5
ab,259,2018-06-20,2018-06-24,45,T_only,7047,2018-06-24,5,1,1,0,0,0,5
ab,260,2018-06-25,2018-06-29,45,T_only,7057,2018-06-25,6,1,1,0,0,0,5
ab,261,2018-06-30,2018-07-04,21,T_only,7114,2018-07-01,9,1,1,0,0,0,5
ab,262,2018-07-05,2018-07-09,0,,,,,,,,,0,5
ab,263,2018-07-10,2018-07-14,0,,,,,,,,,0,5
ab,264,2018-07-15,2018-07-19,0,,,,,,,,,0,5
ab,265,2018-07-20,2018-07-24,0,,,,,,,,,0,5
ab,266,2018-07-25,2018-07-29,0,,,,,,,,,0,5
ab,267,2018-07-30,2018-08-03,0,,,,,,,,,0,5
ab,268,2018-08-04,2018-08-08,0,,,,,,,,,0,5
ab,269,2018-08-09,2018-08-13,0,,,,,,,,,0,5
ab,270,2018-08-14,2018-08-18,0,,,,,,,,,0,5
ab,271,2018-08-19,2018-08-23,0,,,,,,,,,0,5
ab,272,2018-08-24,2018-08-28,0,,,,,,,,,0,5
ab,273,2018-08-29,2018-09-02,0,,,,,,,,,0,5
ab,274,2018-09-03,2018-09-07,0,,,,,,,,,0,5
ab,275,2018-09-08,2018-09-12,0,,,,,,,,,0,5
ab,276,2018-09-13,2018-09-17,0,,,,,,,,,0,5
ab,277,2018-09-18,2018-09-22,0,,,,,,,,,0,5
ab,278,2018-09-23,2018-09-27,0,,,,,,,,,0,5
ab,279,2018-09-28,2018-10-02,0,,,,,,,,,0,5
ab,280,2018-10-03,2018-10-07,0,,,,,,,,,0,5
ab,281,2018-10-08,2018-10-12,0,,,,,,,,,0,5
ab,282,2018-10-13,2018-10-17,0,,,,,,,,,0,5
ab,283,2018-10-18,2018-10-22,0,,,,,,,,,0,5
ab,284,2018-10-23,2018-10-27,0,,,,,,,,,0,5
ab,285,2018-10-28,2018-11-01,0,,,,,,,,,0,5
ab,286,2018-11-02,2018-11-06,0,,,,,,,,,0,5
ab,287,2018-11-07,2018-11-11,0,,,,,,,,,0,5
ab,288,2018-11-12,2018-11-16,0,,,,,,,,,0,5
ab,289,2018-11-17,2018-11-21,0,,,,,,,,,0,5
ab,290,2018-11-22,2018-11-26,0,,,,,,,,,0,5
ab,291,2018-11-27,2018-12-01,0,,,,,,,,,0,5
ab,292,2018-12-02,2018-12-06,0,,,,,,,,,0,5
ab,293,2018-12-07,2018-12-11,0,,,,,,,,,0,5
ab,294,2018-12-12,2018-12-16,0,,,,,,,,,0,5
ab,295,2018-12-17,2018-12-21,0,,,,,,,,,0,5
ab,296,2018-12-22,2018-12-26,0,,,,,,,,,0,5
ab,297,2018-12-27,2018-12-31,0,,,,,,,,,0,5
ab,298,2019-01-01,2019-01-05,0,,,,,,,,,0,5
ab,299,2019-01-06,2019-01-10,0,,,,,,,,,0,5
ab,300,2019-01-11,2019-01-15,0,,,,,,,,,0,5
ab,301,2019-01-16,2019-01-20,0,,,,,,,,,0,5
ab,302,2019-01-21,2019-01-25,0,,,,,,,,,0,5
ab,303,2019-01-26,2019-01-30,0,,,,,,,,,0,5
ab,304,2019-01-31,2019-02-04,0,,,,,,,,,0,5
ab,305,2019-02-05,2019-02-09,0,,,,,,,,,0,5
ab,306,2019-02-10,2019-02-14,0,,,,,,,,,0,5
ab,307,2019-02-15,2019-02-19,0,,,,,,,,,0,5
ab,308,2019-02-20,2019-02-24,0,,,,,,,,,0,5
ab,309,2019-02-25,2019-03-01,0,,,,,,,,,0,5
ab,310,2019-03-02,2019-03-06,0,,,,,,,,,0,5
ab,311,2019-03-07,2019-03-11,0,,,,,,,,,0,5
ab,312,2019-03-12,2019-03-16,0,,,,,,,,,0,5
ab,313,2019-03-17,2019-03-21,0,,,,,,,,,0,5
ab,314,2019-03-22,2019-03-26,0,,,,,,,,,0,5
ab,315,2019-03-27,2019-03-31,0,,,,,,,,,0,5
ab,316,2019-04-01,2019-04-05,0,,,,,,,,,0,5
ab,317,2019-04-06,2019-04-10,0,,,,,,,,,0,5
ab,318,2019-04-11,2019-04-15,0,,,,,,,,,0,5
ab,319,2019-04-16,2019-04-20,0,,,,,,,,,0,5
ab,320,2019-04-21,2019-04-25,0,,,,,,,,,0,5
ab,321,2019-04-26,2019-04-30,0,,,,,,,,,0,5
