site,block_id,block_start,block_end,N,selection_tier,gpi,timestamp,daily_index,has_temperature,has_salinity,has_density,has_dissolvedoxygen,seed,block_width_days
sb,77,2016-07-28,2016-08-01,43,all4,2324,2016-08-01,3,1,1,1,1,0,5
sb,78,2016-08-02,2016-08-06,41,all4,2347,2016-08-03,8,1,1,1,1,0,5
sb,79,2016-08-07,2016-08-11,23,all4,2394,2016-08-11,5,1,1,1,1,0,5
sb,80,2016-08-12,2016-08-16,22,all4,2421,2016-08-15,1,1,1,1,1,0,5
sb,81,2016-08-17,2016-08-21,41,all4,2457,2016-08-19,1,1,1,1,1,0,5
sb,82,2016-08-22,2016-08-26,41,all4,2506,2016-08-24,5,1,1,1,1,0,5
sb,83,2016-08-27,2016-08-31,32,all4,2570,2016-08-31,6,1,1,1,1,0,5
sb,84,2016-09-01,2016-09-05,41,all4,2591,2016-09-02,9,1,1,1,1,0,5
sb,85,2016-09-06,2016-09-10,23,all4,2638,2016-09-08,3,1,1,1,1,0,5
sb,86,2016-09-11,2016-09-15,19,all4,2665,2016-09-14,5,1,1,1,1,0,5
sb,87,2016-09-16,2016-09-20,33,all4,2680,2016-09-16,2,1,1,1,1,0,5
sb,88,2016-09-21,2016-09-25,41,all4,2753,2016-09-24,3,1,1,1,1,0,5
sb,89,2016-09-26,2016-09-30,32,all4,2811,2016-09-30,7,1,1,1,1,0,5
sb,90,2016-10-01,2016-10-05,37,all4,2851,2016-10-05,2,1,1,1,1,0,5
sb,91,2016-10-06,2016-10-10,41,all4,2875,2016-10-07,8,1,1,1,1,0,5
sb,92,2016-10-11,2016-10-15,32,all4,2915,2016-10-12,3,1,1,1,1,0,5
sb,93,2016-10-16,2016-10-20,33,all4,2970,2016-10-18,4,1,1,1,1,0,5
sb,94,2016-10-21,2016-10-25,39,all4,3001,2016-10-22,5,1,1,1,1,0,5
sb,95,2016-10-26,2016-10-30,45,all4,3035,2016-10-26,3,1,1,1,1,0,5
sb,96,2016-10-31,2016-11-04,24,all4,3113,2016-11-03,9,1,1,1,1,0,5
sb,97,2016-11-05,2016-11-09,37,all4,3141,2016-11-07,1,1,1,1,1,0,5
sb,98,2016-11-10,2016-11-14,41,all4,3194,2016-11-13,8,1,1,1,1,0,5
sb,99,2016-11-15,2016-11-19,41,all4,3211,2016-11-15,7,1,1,1,1,0,5
sb,100,2016-11-20,2016-11-24,41,all4,3260,2016-11-21,2,1,1,1,1,0,5
sb,101,2016-11-25,2016-11-29,36,all4,3309,2016-11-26,6,1,1,1,1,0,5
sb,102,2016-11-30,2016-12-04,41,all4,3365,2016-12-02,8,1,1,1,1,0,5
sb,103,2016-12-05,2016-12-09,32,all4,3386,2016-12-05,2,1,1,1,1,0,5
sb,104,2016-12-10,2016-12-14,37,all4,3467,2016-12-14,2,1,1,1,1,0,5
sb,105,2016-12-15,2016-12-19,37,all4,3512,2016-12-19,2,1,1,1,1,0,5
sb,106,2016-12-20,2016-12-24,24,all4,3544,2016-12-24,4,1,1,1,1,0,5
sb,107,2016-12-25,2016-12-29,27,all4,3557,2016-12-25,8,1,1,1,1,0,5
sb,108,2016-12-30,2017-01-03,41,all4,3600,2016-12-30,6,1,1,1,1,0,5
sb,109,2017-01-04,2017-01-08,31,all4,3646,2017-01-04,7,1,1,1,1,0,5
sb,110,2017-01-09,2017-01-13,29,all4,3709,2017-01-13,2,1,1,1,1,0,5
sb,111,2017-01-14,2017-01-18,45,all4,3719,2017-01-14,3,1,1,1,1,0,5
sb,112,2017-01-19,2017-01-23,32,all4,3796,2017-01-22,8,1,1,1,1,0,5
sb,113,2017-01-24,2017-01-28,32,all4,3851,2017-01-28,9,1,1,1,1,0,5
sb,114,2017-01-29,2017-02-02,9,all4,3854,2017-01-29,3,1,1,1,1,0,5
sb,115,2017-02-03,2017-02-07,0,,,,,,,,,0,5
sb,116,2017-02-08,2017-02-12,0,,,,,,,,,0,5
sb,117,2017-02-13,2017-02-17,0,,,,,,,,,0,5
sb,118,2017-02-18,2017-02-22,0,,,,,,,,,0,5
sb,119,2017-02-23,2017-02-27,0,,,,,,,,,0,5
sb,120,2017-02-28,2017-03-04,0,,,,,,,,,0,5
sb,121,2017-03-05,2017-03-09,0,,,,,,,,,0,5
sb,122,2017-03-10,2017-03-14,0,,,,,,,,,0,5
sb,123,2017-03-15,2017-03-19,0,,,,,,,,,0,5
sb,124,2017-03-20,2017-03-24,0,,,,,,,,,0,5
sb,125,2017-03-25,2017-03-29,0,,,,,,,,,0,5
sb,126,2017-03-30,2017-04-03,0,,,,,,,,,0,5
sb,127,2017-04-04,2017-04-08,0,,,,,,,,,0,5
sb,128,2017-04-09,2017-04-13,0,,,,,,,,,0,5
sb,129,2017-04-14,2017-04-18,0,,,,,,,,,0,5
sb,130,2017-04-19,2017-04-23,0,,,,,,,,,0,5
sb,131,2017-04-24,2017-04-28,0,,,,,,,,,0,5
sb,132,2017-04-29,2017-05-03,0,,,,,,,,,0,5
sb,133,2017-05-04,2017-05-08,0,,,,,,,,,0,5
sb,134,2017-05-09,2017-05-13,0,,,,,,,,,0,5
sb,135,2017-05-14,2017-05-18,0,,,,,,,,,0,5
sb,136,2017-05-19,2017-05-23,0,,,,,,,,,0,5
sb,137,2017-05-24,2017-05-28,0,,,,,,,,,0,5
sb,138,2017-05-29,2017-06-02,0,,,,,,,,,0,5
sb,139,2017-06-03,2017-06-07,0,,,,,,,,,0,5
sb,140,2017-06-08,2017-06-12,0,,,,,,,,,0,5
sb,141,2017-06-13,2017-06-17,0,,,,,,,,,0,5
sb,142,2017-06-18,2017-06-22,0,,,,,,,,,0,5
sb,143,2017-06-23,2017-06-27,0,,,,,,,,,0,5
sb,144,2017-06-28,2017-07-02,0,,,,,,,,,0,5
sb,145,2017-07-03,2017-07-07,0,,,,,,,,,0,5
sb,146,2017-07-08,2017-07-12,0,,,,,,,,,0,5
sb,147,2017-07-13,2017-07-17,0,,,,,,,,,0,5
sb,148,2017-07-18,2017-07-22,0,,,,,,,,,0,5
sb,149,2017-07-23,2017-07-27,0,,,,,,,,,0,5
sb,150,2017-07-28,2017-08-01,0,,,,,,,,,0,5
sb,151,2017-08-02,2017-08-06,12,all4,3869,2017-08-05,6,1,1,1,1,0,5
sb,152,2017-08-07,2017-08-11,41,all4,3916,2017-08-10,8,1,1,1,1,0,5
sb,153,2017-08-12,2017-08-16,45,all4,3953,2017-08-14,9,1,1,1,1,0,5
sb,154,2017-08-17,2017-08-21,28,all4,4016,2017-08-21,9,1,1,1,1,0,5
sb,155,2017-08-22,2017-08-26,21,all4,4041,2017-08-24,7,1,1,1,1,0,5
sb,156,2017-08-27,2017-08-31,34,all4,4069,2017-08-28,6,1,1,1,1,0,5
sb,157,2017-09-01,2017-09-05,45,all4,4099,2017-09-01,2,1,1,1,1,0,5
sb,158,2017-09-06,2017-09-10,32,all4,4182,2017-09-10,8,1,1,1,1,0,5
sb,159,2017-09-11,2017-09-15,37,all4,4214,2017-09-14,4,1,1,1,1,0,5
sb,160,2017-09-16,2017-09-20,28,all4,4229,2017-09-16,1,1,1,1,1,0,5
sb,161,2017-09-21,2017-09-25,27,all4,4280,2017-09-21,9,1,1,1,1,0,5
sb,162,2017-09-26,2017-09-30,0,,,,,,,,,0,5
sb,163,2017-10-01,2017-10-05,18,all4,4308,2017-10-05,1,1,1,1,1,0,5
sb,164,2017-10-06,2017-10-10,32,all4,4342,2017-10-08,8,1,1,1,1,0,5
sb,165,2017-10-11,2017-10-15,23,all4,4378,2017-10-12,8,1,1,1,1,0,5
sb,166,2017-10-16,2017-10-20,32,all4,4433,2017-10-18,9,1,1,1,1,0,5
sb,167,2017-10-21,2017-10-25,28,all4,4483,2017-10-24,5,1,1,1,1,0,5
sb,168,2017-10-26,2017-10-30,41,all4,4529,2017-10-29,6,1,1,1,1,0,5
sb,169,2017-10-31,2017-11-04,37,all4,4562,2017-11-02,3,1,1,1,1,0,5
sb,170,2017-11-05,2017-11-09,32,all4,4589,2017-11-05,3,1,1,1,1,0,5
sb,171,2017-11-10,2017-11-14,17,all4,4661,2017-11-13,8,1,1,1,1,0,5
sb,172,2017-11-15,2017-11-19,33,all4,4670,2017-11-15,9,1,1,1,1,0,5
sb,173,2017-11-20,2017-11-24,20,all4,4716,2017-11-22,1,1,1,1,1,0,5
sb,174,2017-11-25,2017-11-29,45,all4,4752,2017-11-26,8,1,1,1,1,0,5
sb,175,2017-11-30,2017-12-04,20,all4,4788,2017-11-30,8,1,1,1,1,0,5
sb,176,2017-12-05,2017-12-09,36,all4,4805,2017-12-05,5,1,1,1,1,0,5
sb,177,2017-12-10,2017-12-14,19,T_only,4849,2017-12-12,8,1,0,0,1,0,5
sb,178,2017-12-15,2017-12-19,37,T_only,4905,2017-12-19,1,1,0,0,1,0,5
sb,179,2017-12-20,2017-12-24,23,T_only,4928,2017-12-21,6,1,0,0,1,0,5
sb,180,2017-12-25,2017-12-29,36,T_only,4994,2017-12-28,9,1,0,0,1,0,5
sb,181,2017-12-30,2018-01-03,36,all4,5042,2018-01-03,3,1,1,1,1,0,5
sb,182,2018-01-04,2018-01-08,42,all4,5088,2018-01-08,7,1,1,1,1,0,5
sb,183,2018-01-09,2018-01-13,45,all4,5125,2018-01-12,8,1,1,1,1,0,5
sb,184,2018-01-14,2018-01-18,45,all4,5173,2018-01-18,2,1,1,1,1,0,5
sb,185,2018-01-19,2018-01-23,38,all4,5213,2018-01-23,4,1,1,1,1,0,5
sb,186,2018-01-24,2018-01-28,42,all4,5237,2018-01-26,4,1,1,1,1,0,5
sb,187,2018-01-29,2018-02-02,45,all4,5262,2018-01-29,2,1,1,1,1,0,5
sb,188,2018-02-03,2018-02-07,45,all4,5338,2018-02-06,6,1,1,1,1,0,5
sb,189,2018-02-08,2018-02-12,45,all4,5379,2018-02-11,2,1,1,1,1,0,5
sb,190,2018-02-13,2018-02-17,45,all4,5403,2018-02-13,8,1,1,1,1,0,5
sb,191,2018-02-18,2018-02-22,44,all4,5469,2018-02-21,3,1,1,1,1,0,5
sb,192,2018-02-23,2018-02-27,36,all4,5504,2018-02-26,2,1,1,1,1,0,5
sb,193,2018-02-28,2018-03-04,45,all4,5531,2018-03-01,2,1,1,1,1,0,5
sb,194,2018-03-05,2018-03-09,40,all4,5573,2018-03-05,8,1,1,1,1,0,5
sb,195,2018-03-10,2018-03-14,28,all4,5611,2018-03-10,6,1,1,1,1,0,5
sb,196,2018-03-15,2018-03-19,1,all4,5634,2018-03-15,1,1,1,1,1,0,5
sb,197,2018-03-20,2018-03-24,0,,,,,,,,,0,5
sb,198,2018-03-25,2018-03-29,0,,,,,,,,,0,5
sb,199,2018-03-30,2018-04-03,0,,,,,,,,,0,5
sb,200,2018-04-04,2018-04-08,0,,,,,,,,,0,5
sb,201,2018-04-09,2018-04-13,0,,,,,,,,,0,5
sb,202,2018-04-14,2018-04-18,0,,,,,,,,,0,5
sb,203,2018-04-19,2018-04-23,0,,,,,,,,,0,5
sb,204,2018-04-24,2018-04-28,0,,,,,,,,,0,5
sb,205,2018-04-29,2018-05-03,0,,,,,,,,,0,5
sb,206,2018-05-04,2018-05-08,0,,,,,,,,,0,5
sb,207,2018-05-09,2018-05-13,0,,,,,,,,,0,5
sb,208,2018-05-14,2018-05-18,0,,,,,,,,,0,5
sb,209,2018-05-19,2018-05-23,0,,,,,,,,,0,5
sb,210,2018-05-24,2018-05-28,0,,,,,,,,,0,5
sb,211,2018-05-29,2018-06-02,0,,,,,,,,,0,5
sb,212,2018-06-03,2018-06-07,0,,,,,,,,,0,5
sb,213,2018-06-08,2018-06-12,0,,,,,,,,,0,5
sb,214,2018-06-13,2018-06-17,0,,,,,,,,,0,5
sb,215,2018-06-18,2018-06-22,0,,,,,,,,,0,5
sb,216,2018-06-23,2018-06-27,29,all4,5635,2018-06-24,1,1,1,1,1,0,5
sb,217,2018-06-28,2018-07-02,11,all4,5667,2018-06-29,2,1,1,1,1,0,5
sb,218,2018-07-03,2018-07-07,0,,,,,,,,,0,5
sb,219,2018-07-08,2018-07-12,21,all4,5691,2018-07-12,5,1,1,1,1,0,5
sb,220,2018-07-13,2018-07-17,41,all4,5732,2018-07-17,5,1,1,1,1,0,5
sb,221,2018-07-18,2018-07-22,45,all4,5759,2018-07-20,5,1,1,1,1,0,5
sb,222,2018-07-23,2018-07-27,45,all4,5825,2018-07-27,8,1,1,1,1,0,5
sb,223,2018-07-28,2018-08-01,45,all4,5860,2018-07-31,7,1,1,1,1,0,5
sb,224,2018-08-02,2018-08-06,45,all4,5877,2018-08-02,6,1,1,1,1,0,5
sb,225,2018-08-07,2018-08-11,33,all4,5917,2018-08-07,1,1,1,1,1,0,5
sb,226,2018-08-12,2018-08-16,12,all4,5958,2018-08-16,7,1,1,1,1,0,5
sb,227,2018-08-17,2018-08-21,45,all4,5997,2018-08-20,9,1,1,1,1,0,5
sb,228,2018-08-22,2018-08-26,3,all4,6009,2018-08-22,3,1,1,1,1,0,5
sb,229,2018-08-27,2018-08-31,0,,,,,,,,,0,5
sb,230,2018-09-01,2018-09-05,0,,,,,,,,,0,5
sb,231,2018-09-06,2018-09-10,30,all4,6019,2018-09-08,7,1,1,1,1,0,5
sb,232,2018-09-11,2018-09-15,33,all4,6068,2018-09-15,5,1,1,1,1,0,5
sb,233,2018-09-16,2018-09-20,18,all4,6089,2018-09-17,8,1,1,1,1,0,5
sb,234,2018-09-21,2018-09-25,0,,,,,,,,,0,5
sb,235,2018-09-26,2018-09-30,0,,,,,,,,,0,5
sb,236,2018-10-01,2018-10-05,27,all4,6091,2018-10-03,1,1,1,1,1,0,5
sb,237,2018-10-06,2018-10-10,45,all4,6144,2018-10-08,9,1,1,1,1,0,5
sb,238,2018-10-11,2018-10-15,43,all4,6186,2018-10-13,6,1,1,1,1,0,5
sb,239,2018-10-16,2018-10-20,31,all4,6223,2018-10-17,9,1,1,1,1,0,5
sb,240,2018-10-21,2018-10-25,45,all4,6238,2018-10-21,2,1,1,1,1,0,5
sb,241,2018-10-26,2018-10-30,45,all4,6322,2018-10-30,5,1,1,1,1,0,5
sb,242,2018-10-31,2018-11-04,45,all4,6345,2018-11-02,1,1,1,1,1,0,5
sb,243,2018-11-05,2018-11-09,42,all4,6397,2018-11-07,8,1,1,1,1,0,5
sb,244,2018-11-10,2018-11-14,45,all4,6440,2018-11-12,9,1,1,1,1,0,5
sb,245,2018-11-15,2018-11-19,45,all4,6492,2018-11-18,7,1,1,1,1,0,5
sb,246,2018-11-20,2018-11-24,42,all4,6535,2018-11-23,8,1,1,1,1,0,5
sb,247,2018-11-25,2018-11-29,44,all4,6552,2018-11-25,7,1,1,1,1,0,5
sb,248,2018-11-30,2018-12-04,44,all4,6628,2018-12-04,4,1,1,1,1,0,5
sb,249,2018-12-05,2018-12-09,45,all4,6658,2018-12-07,7,1,1,1,1,0,5
sb,250,2018-12-10,2018-12-14,45,all4,6695,2018-12-11,8,1,1,1,1,0,5
sb,251,2018-12-15,2018-12-19,45,T_only,6759,2018-12-18,9,1,0,0,1,0,5
sb,252,2018-12-20,2018-12-24,45,all4,6811,2018-12-24,7,1,1,1,1,0,5
sb,253,2018-12-25,2018-12-29,45,all4,6856,2018-12-29,7,1,1,1,1,0,5
sb,254,2018-12-30,2019-01-03,45,all4,6869,2018-12-31,2,1,1,1,1,0,5
sb,255,2019-01-04,2019-01-08,45,all4,6926,2019-01-06,5,1,1,1,1,0,5
sb,256,2019-01-09,2019-01-13,45,all4,6955,2019-01-09,7,1,1,1,1,0,5
sb,257,2019-01-14,2019-01-18,45,all4,7012,2019-01-16,1,1,1,1,1,0,5
sb,258,2019-01-19,2019-01-23,45,all4,7069,2019-01-22,4,1,1,1,1,0,5
sb,259,2019-01-24,2019-01-28,45,all4,7125,2019-01-28,6,1,1,1,1,0,5
sb,260,2019-01-29,2019-02-02,37,all4,7153,2019-01-31,7,1,1,1,1,0,5
sb,261,2019-02-03,2019-02-07,45,all4,7204,2019-02-07,3,1,1,1,1,0,5
sb,262,2019-02-08,2019-02-12,45,all4,7230,2019-02-10,2,1,1,1,1,0,5
sb,263,2019-02-13,2019-02-17,45,all4,7282,2019-02-15,9,1,1,1,1,0,5
sb,264,2019-02-18,2019-02-22,45,all4,7341,2019-02-22,5,1,1,1,1,0,5
sb,265,2019-02-23,2019-02-27,45,all4,7370,2019-02-25,7,1,1,1,1,0,5
sb,266,2019-02-28,2019-03-04,45,all4,7411,2019-03-02,3,1,1,1,1,0,5
sb,267,2019-03-05,2019-03-09,45,all4,7467,2019-03-08,5,1,1,1,1,0,5
sb,268,2019-03-10,2019-03-14,45,all4,7522,2019-03-14,6,1,1,1,1,0,5
sb,269,2019-03-15,2019-03-19,45,all4,7555,2019-03-18,3,1,1,1,1,0,5
sb,270,2019-03-20,2019-03-24,45,all4,7571,2019-03-20,1,1,1,1,1,0,5
sb,271,2019-03-25,2019-03-29,43,all4,7658,2019-03-29,7,1,1,1,1,0,5
sb,272,2019-03-30,2019-04-03,0,,,,,,,,,0,5
sb,273,2019-04-04,2019-04-08,27,all4,7659,2019-04-06,1,1,1,1,1,0,5
sb,274,2019-04-09,2019-04-13,45,all4,7725,2019-04-13,4,1,1,1,1,0,5
sb,275,2019-04-14,2019-04-18,45,all4,7747,2019-04-15,8,1,1,1,1,0,5
sb,276,2019-04-19,2019-04-23,38,all4,7787,2019-04-20,3,1,1,1,1,0,5
sb,277,2019-04-24,2019-04-28,45,all4,7845,2019-04-27,5,1,1,1,1,0,5
sb,278,2019-04-29,2019-05-03,45,all4,7883,2019-05-01,7,1,1,1,1,0,5
sb,279,2019-05-04,2019-05-08,45,all4,7931,2019-05-07,1,1,1,1,1,0,5
sb,280,2019-05-09,2019-05-13,45,all4,7967,2019-05-11,1,1,1,1,1,0,5
sb,281,2019-05-14,2019-05-18,45,all4,8006,2019-05-15,4,1,1,1,1,0,5
sb,282,2019-05-19,2019-05-23,45,all4,8065,2019-05-21,9,1,1,1,1,0,5
sb,283,2019-05-24,2019-05-28,45,all4,8095,2019-05-25,3,1,1,1,1,0,5
sb,284,2019-05-29,2019-06-02,45,all4,8138,2019-05-30,1,1,1,1,1,0,5
sb,285,2019-06-03,2019-06-07,43,all4,8189,2019-06-04,7,1,1,1,1,0,5
sb,286,2019-06-08,2019-06-12,45,all4,8219,2019-06-08,3,1,1,1,1,0,5
sb,287,2019-06-13,2019-06-17,13,all4,8262,2019-06-13,1,1,1,1,1,0,5
sb,288,2019-06-18,2019-06-22,12,all4,8276,2019-06-18,2,1,1,1,1,0,5
sb,289,2019-06-23,2019-06-27,44,all4,8322,2019-06-27,1,1,1,1,1,0,5
sb,290,2019-06-28,2019-07-02,9,all4,8335,2019-06-28,5,1,1,1,1,0,5
sb,291,2019-07-03,2019-07-07,0,,,,,,,,,0,5
sb,292,2019-07-08,2019-07-12,35,all4,8349,2019-07-10,2,1,1,1,1,0,5
sb,293,2019-07-13,2019-07-17,45,all4,8416,2019-07-17,6,1,1,1,1,0,5
sb,294,2019-07-18,2019-07-22,45,all4,8453,2019-07-21,7,1,1,1,1,0,5
sb,295,2019-07-23,2019-07-27,30,all4,8476,2019-07-24,3,1,1,1,1,0,5
sb,296,2019-07-28,2019-08-01,22,all4,8497,2019-07-30,3,1,1,1,1,0,5
sb,297,2019-08-02,2019-08-06,44,all4,8545,2019-08-05,2,1,1,1,1,0,5
sb,298,2019-08-07,2019-08-11,45,all4,8575,2019-08-08,6,1,1,1,1,0,5
sb,299,2019-08-12,2019-08-16,43,all4,8626,2019-08-14,3,1,1,1,1,0,5
sb,300,2019-08-17,2019-08-21,7,all4,8651,2019-08-20,3,1,1,1,1,0,5
sb,301,2019-08-22,2019-08-26,46,all4,8691,2019-08-25,9,1,1,1,1,0,5
sb,302,2019-08-27,2019-08-31,45,all4,8709,2019-08-27,8,1,1,1,1,0,5
sb,303,2019-09-01,2019-09-05,44,all4,8760,2019-09-02,5,1,1,1,1,0,5
sb,304,2019-09-06,2019-09-10,45,all4,8812,2019-09-08,4,1,1,1,1,0,5
sb,305,2019-09-11,2019-09-15,39,all4,8846,2019-09-12,2,1,1,1,1,0,5
sb,306,2019-09-16,2019-09-20,45,all4,8915,2019-09-20,5,1,1,1,1,0,5
sb,307,2019-09-21,2019-09-25,45,all4,8943,2019-09-23,6,1,1,1,1,0,5
sb,308,2019-09-26,2019-09-30,17,T_only,8981,2019-09-27,8,1,0,0,1,0,5
sb,309,2019-10-01,2019-10-05,0,,,,,,,,,0,5
sb,310,2019-10-06,2019-10-10,0,,,,,,,,,0,5
sb,311,2019-10-11,2019-10-15,0,,,,,,,,,0,5
