site,block_id,block_start,block_end,N,selection_tier,gpi,timestamp,daily_index,has_temperature,has_salinity,has_density,has_dissolvedoxygen,seed,block_width_days
oo,31,2016-01-05,2016-01-09,45,T_only,652,2016-01-05,4,1,1,1,0,0,5
oo,32,2016-01-10,2016-01-14,45,T_only,710,2016-01-11,8,1,1,1,0,0,5
oo,33,2016-01-15,2016-01-19,45,T_only,781,2016-01-19,7,1,1,1,0,0,5
oo,34,2016-01-20,2016-01-24,45,T_only,824,2016-01-24,5,1,1,1,0,0,5
oo,35,2016-01-25,2016-01-29,45,T_only,856,2016-01-28,1,1,1,1,0,0,5
oo,36,2016-01-30,2016-02-03,36,T_only,881,2016-01-31,1,1,1,1,0,0,5
oo,37,2016-02-04,2016-02-08,23,T_only,925,2016-02-05,7,1,1,1,0,0,5
oo,38,2016-02-09,2016-02-13,38,T_only,940,2016-02-10,6,1,1,1,0,0,5
oo,39,2016-02-14,2016-02-18,45,T_only,990,2016-02-16,2,1,1,1,0,0,5
oo,40,2016-02-19,2016-02-23,38,T_only,1027,2016-02-20,3,1,1,1,0,0,5
oo,41,2016-02-24,2016-02-28,45,T_only,1064,2016-02-25,2,1,1,1,0,0,5
oo,42,2016-02-29,2016-03-04,45,T_only,1105,2016-02-29,7,1,1,1,0,0,5
oo,43,2016-03-05,2016-03-09,45,T_only,1166,2016-03-07,5,1,1,1,0,0,5
oo,44,2016-03-10,2016-03-14,38,T_only,1223,2016-03-14,6,1,1,1,0,0,5
oo,45,2016-03-15,2016-03-19,45,T_only,1247,2016-03-17,3,1,1,1,0,0,5
oo,46,2016-03-20,2016-03-24,45,T_only,1305,2016-03-23,7,1,1,1,0,0,5
oo,47,2016-03-25,2016-03-29,45,T_only,1358,2016-03-29,6,1,1,1,0,0,5
oo,48,2016-03-30,2016-04-03,45,T_only,1376,2016-03-31,6,1,1,1,0,0,5
oo,49,2016-04-04,2016-04-08,45,T_only,1413,2016-04-04,7,1,1,1,0,0,5
oo,50,2016-04-09,2016-04-13,45,T_only,1471,2016-04-11,2,1,1,0,0,0,5
oo,51,2016-04-14,2016-04-18,6,T_only,1498,2016-04-14,2,1,1,1,0,0,5
oo,52,2016-04-19,2016-04-23,26,T_only,1521,2016-04-22,1,1,1,1,0,0,5
oo,53,2016-04-24,2016-04-28,36,T_only,1535,2016-04-25,7,1,1,1,0,0,5
oo,54,2016-04-29,2016-05-03,45,T_only,1589,2016-05-01,7,1,1,1,0,0,5
oo,55,2016-05-04,2016-05-08,45,T_only,1613,2016-05-04,4,1,1,1,0,0,5
oo,56,2016-05-09,2016-05-13,45,T_only,1695,2016-05-13,5,1,1,1,0,0,5
oo,57,2016-05-14,2016-05-18,45,T_only,1718,2016-05-16,1,1,1,1,0,0,5
oo,58,2016-05-19,2016-05-23,8,T_only,1752,2016-05-19,8,1,1,1,0,0,5
oo,59,2016-05-24,2016-05-28,0,,,,,,,,,0,5
oo,60,2016-05-29,2016-06-02,0,,,,,,,,,0,5
oo,61,2016-06-03,2016-06-07,0,,,,,,,,,0,5
oo,62,2016-06-08,2016-06-12,0,,,,,,,,,0,5
oo,63,2016-06-13,2016-06-17,0,,,,,,,,,0,5
oo,64,2016-06-18,2016-06-22,0,,,,,,,,,0,5
oo,65,2016-06-23,2016-06-27,0,,,,,,,,,0,5
oo,66,2016-06-28,2016-07-02,0,,,,,,,,,0,5
oo,67,2016-07-03,2016-07-07,0,,,,,,,,,0,5
oo,68,2016-07-08,2016-07-12,0,,,,,,,,,0,5
oo,69,2016-07-13,2016-07-17,0,,,,,,,,,0,5
oo,70,2016-07-18,2016-07-22,4,all4,1754,2016-07-19,2,1,1,1,1,0,5
oo,71,2016-07-23,2016-07-27,12,all4,1758,2016-07-26,1,1,1,1,1,0,5
oo,72,2016-07-28,2016-08-01,43,all4,1810,2016-08-01,8,1,1,1,1,0,5
oo,73,2016-08-02,2016-08-06,36,all4,1812,2016-08-02,1,1,1,1,1,0,5
oo,74,2016-08-07,2016-08-11,39,all4,1881,2016-08-11,4,1,1,1,1,0,5
oo,75,2016-08-12,2016-08-16,40,all4,1914,2016-08-15,6,1,1,1,1,0,5
oo,76,2016-08-17,2016-08-21,45,all4,1961,2016-08-20,8,1,1,1,1,0,5
oo,77,2016-08-22,2016-08-26,45,all4,1995,2016-08-24,6,1,1,1,1,0,5
oo,78,2016-08-27,2016-08-31,45,all4,2059,2016-08-31,7,1,1,1,1,0,5
oo,79,2016-09-01,2016-09-05,45,all4,2078,2016-09-02,8,1,1,1,1,0,5
oo,80,2016-09-06,2016-09-10,32,all4,2135,2016-09-09,3,1,1,1,1,0,5
oo,81,2016-09-11,2016-09-15,28,all4,2150,2016-09-14,2,1,1,1,1,0,5
oo,82,2016-09-16,2016-09-20,45,all4,2194,2016-09-19,1,1,1,1,1,0,5
oo,83,2016-09-21,2016-09-25,45,all4,2224,2016-09-22,4,1,1,1,1,0,5
oo,84,2016-09-26,2016-09-30,45,all4,2264,2016-09-26,8,1,1,1,1,0,5
oo,85,2016-10-01,2016-10-05,45,all4,2303,2016-10-01,2,1,1,1,1,0,5
oo,86,2016-10-06,2016-10-10,45,all4,2355,2016-10-06,9,1,1,1,1,0,5
oo,87,2016-10-11,2016-10-15,45,all4,2396,2016-10-11,5,1,1,1,1,0,5
oo,88,2016-10-16,2016-10-20,45,all4,2461,2016-10-18,7,1,1,1,1,0,5
oo,89,2016-10-21,2016-10-25,34,all4,2502,2016-10-23,9,1,1,1,1,0,5
oo,90,2016-10-26,2016-10-30,8,all4,2523,2016-10-28,7,1,1,1,1,0,5
oo,91,2016-10-31,2016-11-04,3,all4,2525,2016-11-04,2,1,1,1,1,0,5
oo,92,2016-11-05,2016-11-09,2,all4,2527,2016-11-07,1,1,1,1,1,0,5
oo,93,2016-11-10,2016-11-14,0,,,,,,,,,0,5
oo,94,2016-11-15,2016-11-19,0,,,,,,,,,0,5
oo,95,2016-11-20,2016-11-24,0,,,,,,,,,0,5
oo,96,2016-11-25,2016-11-29,0,,,,,,,,,0,5
oo,97,2016-11-30,2016-12-04,0,,,,,,,,,0,5
oo,98,2016-12-05,2016-12-09,21,all4,2547,2016-12-09,7,1,1,1,1,0,5
oo,99,2016-12-10,2016-12-14,45,all4,2561,2016-12-11,3,1,1,1,1,0,5
oo,100,2016-12-15,2016-12-19,44,all4,2618,2016-12-17,7,1,1,1,1,0,5
oo,101,2016-12-20,2016-12-24,29,all4,2667,2016-12-24,9,1,1,1,1,0,5
oo,102,2016-12-25,2016-12-29,45,all4,2707,2016-12-29,4,1,1,1,1,0,5
oo,103,2016-12-30,2017-01-03,45,all4,2747,2017-01-02,8,1,1,1,1,0,5
oo,104,2017-01-04,2017-01-08,44,all4,2773,2017-01-05,7,1,1,1,1,0,5
oo,105,2017-01-09,2017-01-13,11,all4,2809,2017-01-11,1,1,1,1,1,0,5
oo,106,2017-01-14,2017-01-18,0,,,,,,,,,0,5
oo,107,2017-01-19,2017-01-23,0,,,,,,,,,0,5
oo,108,2017-01-24,2017-01-28,0,,,,,,,,,0,5
oo,109,2017-01-29,2017-02-02,0,,,,,,,,,0,5
oo,110,2017-02-03,2017-02-07,0,,,,,,,,,0,5
oo,111,2017-02-08,2017-02-12,0,,,,,,,,,0,5
oo,112,2017-02-13,2017-02-17,0,,,,,,,,,0,5
oo,113,2017-02-18,2017-02-22,0,,,,,,,,,0,5
oo,114,2017-02-23,2017-02-27,0,,,,,,,,,0,5
oo,115,2017-02-28,2017-03-04,0,,,,,,,,,0,5
oo,116,2017-03-05,2017-03-09,0,,,,,,,,,0,5
oo,117,2017-03-10,2017-03-14,0,,,,,,,,,0,5
oo,118,2017-03-15,2017-03-19,0,,,,,,,,,0,5
oo,119,2017-03-20,2017-03-24,0,,,,,,,,,0,5
oo,120,2017-03-25,2017-03-29,0,,,,,,,,,0,5
oo,121,2017-03-30,2017-04-03,0,,,,,,,,,0,5
oo,122,2017-04-04,2017-04-08,0,,,,,,,,,0,5
oo,123,2017-04-09,2017-04-13,0,,,,,,,,,0,5
oo,124,2017-04-14,2017-04-18,0,,,,,,,,,0,5
oo,125,2017-04-19,2017-04-23,0,,,,,,,,,0,5
oo,126,2017-04-24,2017-04-28,0,,,,,,,,,0,5
oo,127,2017-04-29,2017-05-03,0,,,,,,,,,0,5
oo,128,2017-05-04,2017-05-08,0,,,,,,,,,0,5
oo,129,2017-05-09,2017-05-13,0,,,,,,,,,0,5
oo,130,2017-05-14,2017-05-18,0,,,,,,,,,0,5
oo,131,2017-05-19,2017-05-23,0,,,,,,,,,0,5
oo,132,2017-05-24,2017-05-28,0,,,,,,,,,0,5
oo,133,2017-05-29,2017-06-02,0,,,,,,,,,0,5
oo,134,2017-06-03,2017-06-07,0,,,,,,,,,0,5
oo,135,2017-06-08,2017-06-12,0,,,,,,,,,0,5
oo,136,2017-06-13,2017-06-17,0,,,,,,,,,0,5
oo,137,2017-06-18,2017-06-22,0,,,,,,,,,0,5
oo,138,2017-06-23,2017-06-27,0,,,,,,,,,0,5
oo,139,2017-06-28,2017-07-02,0,,,,,,,,,0,5
oo,140,2017-07-03,2017-07-07,0,,,,,,,,,0,5
oo,141,2017-07-08,2017-07-12,0,,,,,,,,,0,5
oo,142,2017-07-13,2017-07-17,0,,,,,,,,,0,5
oo,143,2017-07-18,2017-07-22,0,,,,,,,,,0,5
oo,144,2017-07-23,2017-07-27,0,,,,,,,,,0,5
oo,145,2017-07-28,2017-08-01,3,all4,2813,2017-08-01,1,1,1,1,1,0,5
oo,146,2017-08-02,2017-08-06,29,all4,2843,2017-08-06,8,1,1,1,1,0,5
oo,147,2017-08-07,2017-08-11,45,all4,2885,2017-08-11,5,1,1,1,1,0,5
oo,148,2017-08-12,2017-08-16,45,all4,2902,2017-08-13,4,1,1,1,1,0,5
oo,149,2017-08-17,2017-08-21,45,all4,2974,2017-08-21,4,1,1,1,1,0,5
oo,150,2017-08-22,2017-08-26,27,all4,2984,2017-08-22,5,1,1,1,1,0,5
oo,151,2017-08-27,2017-08-31,17,all4,3017,2017-08-31,1,1,1,1,1,0,5
oo,152,2017-09-01,2017-09-05,45,all4,3038,2017-09-02,6,1,1,1,1,0,5
oo,153,2017-09-06,2017-09-10,41,all4,3108,2017-09-10,8,1,1,1,1,0,5
oo,154,2017-09-11,2017-09-15,45,all4,3125,2017-09-12,7,1,1,1,1,0,5
oo,155,2017-09-16,2017-09-20,4,all4,3158,2017-09-16,4,1,1,1,1,0,5
oo,156,2017-09-21,2017-09-25,0,,,,,,,,,0,5
oo,157,2017-09-26,2017-09-30,0,,,,,,,,,0,5
oo,158,2017-10-01,2017-10-05,0,,,,,,,,,0,5
oo,159,2017-10-06,2017-10-10,0,,,,,,,,,0,5
oo,160,2017-10-11,2017-10-15,0,,,,,,,,,0,5
oo,161,2017-10-16,2017-10-20,0,,,,,,,,,0,5
oo,162,2017-10-21,2017-10-25,0,,,,,,,,,0,5
oo,163,2017-10-26,2017-10-30,0,,,,,,,,,0,5
oo,164,2017-10-31,2017-11-04,0,,,,,,,,,0,5
oo,165,2017-11-05,2017-11-09,0,,,,,,,,,0,5
oo,166,2017-11-10,2017-11-14,0,,,,,,,,,0,5
oo,167,2017-11-15,2017-11-19,0,,,,,,,,,0,5
oo,168,2017-11-20,2017-11-24,0,,,,,,,,,0,5
oo,169,2017-11-25,2017-11-29,0,,,,,,,,,0,5
oo,170,2017-11-30,2017-12-04,0,,,,,,,,,0,5
oo,171,2017-12-05,2017-12-09,0,,,,,,,,,0,5
oo,172,2017-12-10,2017-12-14,0,,,,,,,,,0,5
oo,173,2017-12-15,2017-12-19,0,,,,,,,,,0,5
oo,174,2017-12-20,2017-12-24,0,,,,,,,,,0,5
oo,175,2017-12-25,2017-12-29,0,,,,,,,,,0,5
oo,176,2017-12-30,2018-01-03,0,,,,,,,,,0,5
oo,177,2018-01-04,2018-01-08,0,,,,,,,,,0,5
oo,178,2018-01-09,2018-01-13,0,,,,,,,,,0,5
oo,179,2018-01-14,2018-01-18,0,,,,,,,,,0,5
oo,180,2018-01-19,2018-01-23,0,,,,,,,,,0,5
oo,181,2018-01-24,2018-01-28,0,,,,,,,,,0,5
oo,182,2018-01-29,2018-02-02,0,,,,,,,,,0,5
oo,183,2018-02-03,2018-02-07,0,,,,,,,,,0,5
oo,184,2018-02-08,2018-02-12,0,,,,,,,,,0,5
oo,185,2018-02-13,2018-02-17,0,,,,,,,,,0,5
oo,186,2018-02-18,2018-02-22,0,,,,,,,,,0,5
oo,187,2018-02-23,2018-02-27,0,,,,,,,,,0,5
oo,188,2018-02-28,2018-03-04,0,,,,,,,,,0,5
oo,189,2018-03-05,2018-03-09,0,,,,,,,,,0,5
oo,190,2018-03-10,2018-03-14,0,,,,,,,,,0,5
oo,191,2018-03-15,2018-03-19,0,,,,,,,,,0,5
oo,192,2018-03-20,2018-03-24,0,,,,,,,,,0,5
oo,193,2018-03-25,2018-03-29,0,,,,,,,,,0,5
oo,194,2018-03-30,2018-04-03,0,,,,,,,,,0,5
oo,195,2018-04-04,2018-04-08,0,,,,,,,,,0,5
oo,196,2018-04-09,2018-04-13,0,,,,,,,,,0,5
oo,197,2018-04-14,2018-04-18,0,,,,,,,,,0,5
oo,198,2018-04-19,2018-04-23,0,,,,,,,,,0,5
oo,199,2018-04-24,2018-04-28,0,,,,,,,,,0,5
oo,200,2018-04-29,2018-05-03,0,,,,,,,,,0,5
oo,201,2018-05-04,2018-05-08,0,,,,,,,,,0,5
oo,202,2018-05-09,2018-05-13,0,,,,,,,,,0,5
oo,203,2018-05-14,2018-05-18,0,,,,,,,,,0,5
oo,204,2018-05-19,2018-05-23,0,,,,,,,,,0,5
oo,205,2018-05-24,2018-05-28,0,,,,,,,,,0,5
oo,206,2018-05-29,2018-06-02,0,,,,,,,,,0,5
oo,207,2018-06-03,2018-06-07,0,,,,,,,,,0,5
oo,208,2018-06-08,2018-06-12,0,,,,,,,,,0,5
oo,209,2018-06-13,2018-06-17,0,,,,,,,,,0,5
oo,210,2018-06-18,2018-06-22,0,,,,,,,,,0,5
oo,211,2018-06-23,2018-06-27,0,,,,,,,,,0,5
oo,212,2018-06-28,2018-07-02,0,,,,,,,,,0,5
oo,213,2018-07-03,2018-07-07,0,,,,,,,,,0,5
oo,214,2018-07-08,2018-07-12,0,,,,,,,,,0,5
oo,215,2018-07-13,2018-07-17,5,all4,3161,2018-07-17,3,1,1,1,1,0,5
oo,216,2018-07-18,2018-07-22,41,all4,3181,2018-07-20,4,1,1,1,1,0,5
oo,217,2018-07-23,2018-07-27,45,all4,3215,2018-07-24,2,1,1,1,1,0,5
oo,218,2018-07-28,2018-08-01,45,all4,3292,2018-08-01,7,1,1,1,1,0,5
oo,219,2018-08-02,2018-08-06,45,all4,3320,2018-08-04,8,1,1,1,1,0,5
oo,220,2018-08-07,2018-08-11,37,all4,3371,2018-08-10,6,1,1,1,1,0,5
oo,221,2018-08-12,2018-08-16,45,all4,3415,2018-08-16,3,1,1,1,1,0,5
oo,222,2018-08-17,2018-08-21,45,all4,3456,2018-08-20,8,1,1,1,1,0,5
oo,223,2018-08-22,2018-08-26,3,all4,3469,2018-08-22,3,1,1,1,1,0,5
oo,224,2018-08-27,2018-08-31,0,,,,,,,,,0,5
oo,225,2018-09-01,2018-09-05,0,,,,,,,,,0,5
oo,226,2018-09-06,2018-09-10,35,all4,3488,2018-09-09,2,1,1,1,1,0,5
oo,227,2018-09-11,2018-09-15,33,all4,3534,2018-09-15,6,1,1,1,1,0,5
oo,228,2018-09-16,2018-09-20,18,all4,3549,2018-09-17,3,1,1,1,1,0,5
oo,229,2018-09-21,2018-09-25,0,,,,,,,,,0,5
oo,230,2018-09-26,2018-09-30,0,,,,,,,,,0,5
oo,231,2018-10-01,2018-10-05,29,all4,3579,2018-10-05,4,1,1,1,1,0,5
oo,232,2018-10-06,2018-10-10,45,all4,3629,2018-10-10,9,1,1,1,1,0,5
oo,233,2018-10-11,2018-10-15,43,all4,3637,2018-10-11,8,1,1,1,1,0,5
oo,234,2018-10-16,2018-10-20,31,all4,3682,2018-10-17,1,1,1,1,1,0,5
oo,235,2018-10-21,2018-10-25,45,all4,3709,2018-10-21,6,1,1,1,1,0,5
oo,236,2018-10-26,2018-10-30,45,all4,3775,2018-10-28,9,1,1,1,1,0,5
oo,237,2018-10-31,2018-11-04,45,all4,3804,2018-11-01,2,1,1,1,1,0,5
oo,238,2018-11-05,2018-11-09,42,all4,3841,2018-11-05,3,1,1,1,1,0,5
oo,239,2018-11-10,2018-11-14,44,all4,3913,2018-11-13,6,1,1,1,1,0,5
oo,240,2018-11-15,2018-11-19,45,all4,3960,2018-11-18,9,1,1,1,1,0,5
oo,241,2018-11-20,2018-11-24,42,all4,3996,2018-11-23,3,1,1,1,1,0,5
oo,242,2018-11-25,2018-11-29,45,all4,4024,2018-11-26,4,1,1,1,1,0,5
oo,243,2018-11-30,2018-12-04,45,all4,4064,2018-11-30,8,1,1,1,1,0,5
oo,244,2018-12-05,2018-12-09,45,all4,4106,2018-12-05,5,1,1,1,1,0,5
oo,245,2018-12-10,2018-12-14,45,all4,4162,2018-12-11,7,1,1,1,1,0,5
oo,246,2018-12-15,2018-12-19,45,T_only,4227,2018-12-18,9,1,0,0,1,0,5
oo,247,2018-12-20,2018-12-24,45,all4,4280,2018-12-24,8,1,1,1,1,0,5
oo,248,2018-12-25,2018-12-29,45,all4,4292,2018-12-26,2,1,1,1,1,0,5
oo,249,2018-12-30,2019-01-03,45,all4,4358,2019-01-02,5,1,1,1,1,0,5
oo,250,2019-01-04,2019-01-08,45,all4,4380,2019-01-04,9,1,1,1,1,0,5
oo,251,2019-01-09,2019-01-13,45,all4,4443,2019-01-11,9,1,1,1,1,0,5
oo,252,2019-01-14,2019-01-18,45,all4,4466,2019-01-14,5,1,1,1,1,0,5
oo,253,2019-01-19,2019-01-23,45,all4,4508,2019-01-19,2,1,1,1,1,0,5
oo,254,2019-01-24,2019-01-28,45,all4,4583,2019-01-27,5,1,1,1,1,0,5
oo,255,2019-01-29,2019-02-02,37,all4,4609,2019-01-30,4,1,1,1,1,0,5
oo,256,2019-02-03,2019-02-07,45,all4,4639,2019-02-03,6,1,1,1,1,0,5
oo,257,2019-02-08,2019-02-12,45,all4,4716,2019-02-12,2,1,1,1,1,0,5
oo,258,2019-02-13,2019-02-17,45,all4,4766,2019-02-17,7,1,1,1,1,0,5
oo,259,2019-02-18,2019-02-22,45,all4,4797,2019-02-21,2,1,1,1,1,0,5
oo,260,2019-02-23,2019-02-27,45,all4,4826,2019-02-24,4,1,1,1,1,0,5
oo,261,2019-02-28,2019-03-04,45,all4,4890,2019-03-03,5,1,1,1,1,0,5
oo,262,2019-03-05,2019-03-09,45,all4,4940,2019-03-09,1,1,1,1,1,0,5
oo,263,2019-03-10,2019-03-14,45,all4,4971,2019-03-12,5,1,1,1,1,0,5
oo,264,2019-03-15,2019-03-19,45,all4,4998,2019-03-15,5,1,1,1,1,0,5
oo,265,2019-03-20,2019-03-24,45,all4,5075,2019-03-24,1,1,1,1,1,0,5
oo,266,2019-03-25,2019-03-29,43,all4,5103,2019-03-27,2,1,1,1,1,0,5
oo,267,2019-03-30,2019-04-03,0,,,,,,,,,0,5
oo,268,2019-04-04,2019-04-08,27,all4,5139,2019-04-07,4,1,1,1,1,0,5
oo,269,2019-04-09,2019-04-13,45,all4,5193,2019-04-13,4,1,1,1,1,0,5
oo,270,2019-04-14,2019-04-18,45,all4,5203,2019-04-14,5,1,1,1,1,0,5
oo,271,2019-04-19,2019-04-23,38,all4,5259,2019-04-20,7,1,1,1,1,0,5
oo,272,2019-04-24,2019-04-28,45,all4,5306,2019-04-26,7,1,1,1,1,0,5
oo,273,2019-04-29,2019-05-03,45,all4,5352,2019-05-01,8,1,1,1,1,0,5
oo,274,2019-05-04,2019-05-08,45,all4,5396,2019-05-06,7,1,1,1,1,0,5
oo,275,2019-05-09,2019-05-13,45,all4,5437,2019-05-11,3,1,1,1,1,0,5
oo,276,2019-05-14,2019-05-18,45,all4,5479,2019-05-15,9,1,1,1,1,0,5
oo,277,2019-05-19,2019-05-23,45,all4,5540,2019-05-22,7,1,1,1,1,0,5
oo,278,2019-05-24,2019-05-28,45,all4,5569,2019-05-25,9,1,1,1,1,0,5
oo,279,2019-05-29,2019-06-02,45,all4,5617,2019-05-31,3,1,1,1,1,0,5
oo,280,2019-06-03,2019-06-07,43,all4,5661,2019-06-05,2,1,1,1,1,0,5
oo,281,2019-06-08,2019-06-12,45,all4,5703,2019-06-10,1,1,1,1,1,0,5
oo,282,2019-06-13,2019-06-17,10,all4,5735,2019-06-13,6,1,1,1,1,0,5
oo,283,2019-06-18,2019-06-22,10,all4,5741,2019-06-18,2,1,1,1,1,0,5
oo,284,2019-06-23,2019-06-27,40,all4,5778,2019-06-26,7,1,1,1,1,0,5
oo,285,2019-06-28,2019-07-02,45,all4,5797,2019-06-28,8,1,1,1,1,0,5
oo,286,2019-07-03,2019-07-07,45,all4,5851,2019-07-04,8,1,1,1,1,0,5
oo,287,2019-07-08,2019-07-12,45,all4,5924,2019-07-12,9,1,1,1,1,0,5
oo,288,2019-07-13,2019-07-17,45,all4,5929,2019-07-13,5,1,1,1,1,0,5
oo,289,2019-07-18,2019-07-22,45,all4,5977,2019-07-18,8,1,1,1,1,0,5
oo,290,2019-07-23,2019-07-27,29,all4,6024,2019-07-24,1,1,1,1,1,0,5
oo,291,2019-07-28,2019-08-01,22,all4,6052,2019-07-31,5,1,1,1,1,0,5
oo,292,2019-08-02,2019-08-06,44,all4,6093,2019-08-05,1,1,1,1,1,0,5
oo,293,2019-08-07,2019-08-11,45,all4,6151,2019-08-11,6,1,1,1,1,0,5
oo,294,2019-08-12,2019-08-16,45,all4,6160,2019-08-12,6,1,1,1,1,0,5
oo,295,2019-08-17,2019-08-21,45,all4,6240,2019-08-21,5,1,1,1,1,0,5
oo,296,2019-08-22,2019-08-26,45,all4,6269,2019-08-24,7,1,1,1,1,0,5
oo,297,2019-08-27,2019-08-31,45,all4,6310,2019-08-29,3,1,1,1,1,0,5
oo,298,2019-09-01,2019-09-05,0,,,,,,,,,0,5
oo,299,2019-09-06,2019-09-10,0,,,,,,,,,0,5
oo,300,2019-09-11,2019-09-15,0,,,,,,,,,0,5
oo,301,2019-09-16,2019-09-20,0,,,,,,,,,0,5
oo,302,2019-09-21,2019-09-25,0,,,,,,,,,0,5
oo,303,2019-09-26,2019-09-30,0,,,,,,,,,0,5
oo,304,2019-10-01,2019-10-05,37,all4,6352,2019-10-03,8,1,1,1,1,0,5
oo,305,2019-10-06,2019-10-10,34,all4,6377,2019-10-06,6,1,1,1,1,0,5
oo,306,2019-10-11,2019-10-15,4,all4,6408,2019-10-14,1,1,1,1,1,0,5
oo,307,2019-10-16,2019-10-20,5,all4,6414,2019-10-20,1,1,1,1,1,0,5
oo,308,2019-10-21,2019-10-25,5,all4,6418,2019-10-24,1,1,1,1,1,0,5
oo,309,2019-10-26,2019-10-30,4,all4,6423,2019-10-30,1,1,1,1,1,0,5
oo,310,2019-10-31,2019-11-04,5,all4,6427,2019-11-03,1,1,1,1,1,0,5
oo,311,2019-11-05,2019-11-09,5,all4,6429,2019-11-05,1,1,1,1,1,0,5
oo,312,2019-11-10,2019-11-14,3,all4,6434,2019-11-10,1,1,1,1,1,0,5
oo,313,2019-11-15,2019-11-19,0,,,,,,,,,0,5
oo,314,2019-11-20,2019-11-24,0,,,,,,,,,0,5
oo,315,2019-11-25,2019-11-29,0,,,,,,,,,0,5
oo,316,2019-11-30,2019-12-04,0,,,,,,,,,0,5
oo,317,2019-12-05,2019-12-09,0,,,,,,,,,0,5
oo,318,2019-12-10,2019-12-14,0,,,,,,,,,0,5
oo,319,2019-12-15,2019-12-19,0,,,,,,,,,0,5
oo,320,2019-12-20,2019-12-24,0,,,,,,,,,0,5
oo,321,2019-12-25,2019-12-29,0,,,,,,,,,0,5
oo,322,2019-12-30,2020-01-03,0,,,,,,,,,0,5
oo,323,2020-01-04,2020-01-08,0,,,,,,,,,0,5
oo,324,2020-01-09,2020-01-13,0,,,,,,,,,0,5
oo,325,2020-01-14,2020-01-18,0,,,,,,,,,0,5
oo,326,2020-01-19,2020-01-23,0,,,,,,,,,0,5
oo,327,2020-01-24,2020-01-28,0,,,,,,,,,0,5
oo,328,2020-01-29,2020-02-02,0,,,,,,,,,0,5
oo,329,2020-02-03,2020-02-07,0,,,,,,,,,0,5
oo,330,2020-02-08,2020-02-12,0,,,,,,,,,0,5
oo,331,2020-02-13,2020-02-17,0,,,,,,,,,0,5
oo,332,2020-02-18,2020-02-22,0,,,,,,,,,0,5
oo,333,2020-02-23,2020-02-27,0,,,,,,,,,0,5
